API/UWI,Operator Alias (Legacy),Well/Lease Name,Well Number,County/Parish,Reservoir,Production Type,Producing Status,Drill Type,Measured Depth (TD),Spud Date,First Prod Date,Last Prod Date,Months Produced,Cum Gas,Daily Gas,Cum Oil,Daily Oil,Latest Oil,Latest Gas,Cum Water,Cum BOE,DI Subplay,First Month Oil,First Month Gas,First 6 Oil,DI Basin,First 6 Gas,First 6 BOE,First 6 Water,DI Play,Prac IP Oil Daily,Prac IP BOE,Prac IP Gas Daily,Prac IP CFGED,Latest Water,Prior 12 Oil,Prior 12 Gas,Last Test Date,Prior 12 Water,Last Flow Pressure,Last WHSIP,2nd Month GOR,Latest GOR,Cum GOR,Last 12 Yield,2nd Month Yield,Latest Yield,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak BOE,Peak BOE Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Upper Perforation,Lower Perforation,Gas Gravity,Oil Gravity,Completion Date,Well Count,Max Active Wells,Gas Gatherer,Oil Gatherer,Lease Number,Gross Perforated Interval,True Vertical Depth,Field,State,District,AAPG Geologic Province,Section,Country,Township,Range,Surface Latitude (WGS84),Abstract,Surface Longitude (WGS84),Block,OCS Area,PGC Area,Operator (Reported),Survey,Entity ID,Last 12 Oil,Last 12 Gas,Last 12 Water,Other No.
42215311070000,"MAGNUM PRODUCING, LP",PAINTER GAS UNIT,7,HIDALGO (TX),1-A,GAS,P & A,V,9013.00000,2005-05-12,2005-05-01,2005-10-01,4,3513.0000,,,,,11.0000,0.0000,586.0000,,,1693.0000,0.0000,GULF COAST WEST,3513.0000,586.0000,0.0000,,0.0000,10.0000,60.0000,59867.0000,0,,,2016-06-01,,0.0000,0.0000,,,,,0.0000,0.0000,1796.0000,2,,,299.0000,2,2.0000,2,6631.00000,6638.00000,0.720000,66.500000,2005-05-12,1,1,"DCP MIDSTREAM, LP","FLINT HILLS RESOURCES, LP",216585,7.00,,MERCEDES,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,26.2625085,54,-97.9091251,,,P-330,"MAGNUM PRODUCING, LP","YNOJOSA DE BALLI, J J",113627240,,3513.0000,0.0000,0
42215315210000,"MAGNUM PRODUCING, LP",PAINTER GAS UNIT,9,HIDALGO (TX),1-R-2,GAS,WORKED OVER TO ANOTHER ZONE,V,10830.00000,2000-10-12,2005-10-01,2006-10-01,9,3561.0000,,,,,25.0000,181.0000,594.0000,,,3000.0000,0.0000,GULF COAST WEST,3334.0000,556.0000,169.0000,,0.0000,1.0000,8.0000,7633.0000,1,,3000,2008-06-01,152,0.0000,0.0000,,,,,0.0000,0.0000,3000.0000,1,,,500.0000,1,3.0000,1,8552.00000,8566.00000,0.570000,,2005-09-20,1,1,"DCP MIDSTREAM, LP","FLINT HILLS RESOURCES, LP",216173,14.00,,MERCEDES,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,26.2612173,54,-97.9091830,,,P-330,"MAGNUM PRODUCING, LP","YNOJOSA DE BALLI, J J",113103586,,561.0000,29.0000,0
42409327990000,"MAGNUM PRODUCING, LP",VANECEK G.U.,3,SAN PATRICIO (TX),SCHNEIDER 4600,GAS,P & A,V,5902.00000,2005-08-26,2005-12-01,2008-12-01,36,50573.0000,,6.0000,,1,235.0000,0.0000,8435.0000,,,2045.0000,0.0000,GULF COAST WEST,15961.0000,2660.0000,0.0000,,0.0000,25.0000,149.0000,148806.0000,0,5,16371,2005-12-19,0,975.0000,1680.0000,,6221000.0000,8428830.00,0.1610,0.0000,4.3000,4613.0000,2,4.0000,1,769.0000,2,5.0000,2,4598.00000,4605.00000,0.570000,,2005-10-05,1,1,"MAGNUM PRODUCING, LP","FLINT HILLS RESOURCES, LP",216299,7.00,,"MATHIS, E",TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.1137206,316,-97.6797891,,,P-330,"MAGNUM PRODUCING, LP",I&GN RR CO,113103581,1.0000,6221.0000,0.0000,0
42015308980000,"MAGNUM PRODUCING, LP",HINTZ ESTATE 'A',5,AUSTIN (TX),WILCOX M-2,GAS,WORKED OVER TO ANOTHER ZONE,D,10900.00000,2005-07-04,2005-10-01,2006-04-01,7,35072.0000,,,,,2199.0000,0.0000,5845.0000,,,3965.0000,0.0000,GULF COAST CENTRAL,32873.0000,5479.0000,0.0000,EAGLEBINE,0.0000,50.0000,301.0000,300967.0000,0,,,2007-05-01,,0.0000,0.0000,,,,,0.0000,0.0000,9029.0000,2,,,1505.0000,2,9.0000,2,10260.00000,10276.00000,0.690000,,2005-10-12,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,216159,16.00,,SEALY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,180,USA,,,29.7637698,364,-96.1975903,2,,P-330,"MAGNUM PRODUCING, LP",H&TC RR CO,113103530,,35072.0000,0.0000,0
42215314080000,"MAGNUM PRODUCING, LP",PAINTER GAS UNIT,8,HIDALGO (TX),3-P,GAS,WORKED OVER TO ANOTHER ZONE,V,11100.00000,2005-06-15,2005-09-01,2006-05-01,6,88293.0000,,,,,71.0000,0.0000,14715.0000,,,16147.0000,0.0000,GULF COAST WEST,87977.0000,14663.0000,0.0000,,0.0000,191.0000,1144.0000,1144452.0000,0,,,2008-06-01,,0.0000,0.0000,,,,,0.0000,0.0000,35478.0000,2,,,5913.0000,2,35.0000,2,8480.00000,8490.00000,0.570000,50.400000,2005-09-09,1,1,"DCP MIDSTREAM, LP","FLINT HILLS RESOURCES, LP",215942,10.00,,MERCEDES,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,26.2634266,54,-97.9081525,,,P-330,"MAGNUM PRODUCING, LP","YNOJOSA DE BALLI, J J",112433437,,88293.0000,0.0000,0
42015002620000,"MAGNUM PRODUCING, LP",HILLBOLDT,2 T,AUSTIN (TX),WILCOX CONS.,GAS,ACTIVE,V,10887.00000,2004-08-14,2005-05-01,2020-12-01,158,378980.0000,58,1771.0000,0,3,2578.0000,8775.0000,64934.0000,,,588.0000,136.0000,GULF COAST CENTRAL,28115.0000,4822.0000,528.0000,EAGLEBINE,0.0000,26.0000,155.0000,154500.0000,52,,6189,2015-06-21,124,75.0000,680.0000,,143151.5150,213990.00,6.9860,0.0000,1.2000,8349.0000,13,136.0000,1,1392.0000,13,8.0000,13,10360.00000,10385.00000,0.700000,,2004-09-24,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,215622,25.00,,SEALY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,179,USA,,,29.7608449,214,-96.2019153,2,,P-330,"MAGNUM PRODUCING, LP",H&TC RR CO,112433362,99.0000,14172.0000,284.0000,0
42015002620000,"MAGNUM PRODUCING, LP",HILLBOLDT,2 C,AUSTIN (TX),WILCOX K,GAS,WORKED OVER TO ANOTHER ZONE,V,10887.00000,2004-08-14,,,,,,,,,,,,,,,,GULF COAST CENTRAL,,,,EAGLEBINE,,,,,,,,2007-05-01,,0.0000,0.0000,,,,,,,,,,,,,,,9813.00000,9843.00000,,,2004-09-24,1,,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,215623,30.00,,SEALY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,179,USA,,,29.7608449,214,-96.2019153,2,,P-330,"MAGNUM PRODUCING, LP",H&TC RR CO,112433361,,,,0
42015308730000,"MAGNUM PRODUCING, LP",RANCH HOMES - ROBINSON,1,AUSTIN (TX),FRIO 3300,GAS,P & A,D,10858.00000,2004-08-09,2005-04-01,2008-10-01,42,118353.0000,,,,,238.0000,45085.0000,19726.0000,,,2389.0000,0.0000,GULF COAST CENTRAL,11706.0000,1951.0000,4458.0000,EAGLEBINE,0.0000,8.0000,47.0000,46839.0000,91,,36275,2016-05-01,13819,0.0000,0.0000,,,,,0.0000,0.0000,6090.0000,25,,,1015.0000,25,6.0000,25,3217.00000,3221.00000,0.560000,,2005-02-03,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,214501,4.00,,SEALY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,163,USA,,,29.7733529,206,-96.2126542,2,,P-330,"MAGNUM PRODUCING, LP",H&TC RR CO,110952086,,24292.0000,9253.0000,0
42089316290000,"MAGNUM PRODUCING, LP","PRIESMEYER ""A""",2,COLORADO (TX),"WILCOX 10,700",GAS,INACTIVE,V,11000.00000,2005-08-31,2005-09-01,2012-10-01,85,622741.0000,,2.0000,,,459.0000,4767.0000,103792.0000,,,1905.0000,0.0000,GULF COAST CENTRAL,37987.0000,6331.0000,403.0000,EAGLEBINE,0.0000,31.0000,184.0000,183548.0000,4,,29479,2015-05-13,287,40.0000,2310.0000,,,311370500.00,,0.0000,0.0000,17286.0000,34,2.0000,1,2881.0000,34,17.0000,34,10702.00000,10710.00000,0.680000,48.300000,2006-03-24,1,1,"MAGNUM PRODUCING, LP",ENTERPRISE CRUDE OIL LLC,214235,8.00,,"RAMSEY, E.",TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.6697256,84,-96.3658109,,,P-330,"MAGNUM PRODUCING, LP","BARTLESON, P K",110952085,,15620.0000,151.0000,0
42291326100000,"MAGNUM PRODUCING, LP","QUINN, B. E.",1,LIBERTY (TX),QUINN,GAS,INACTIVE,V,10300.00000,2005-08-03,2005-12-01,2013-09-01,86,497791.0000,,5243.0000,,,982.0000,7226.0000,88208.0000,,75,3341.0000,815.0000,GULF COAST CENTRAL,77212.0000,13684.0000,270.0000,,0.0000,63.0000,376.0000,375935.0000,140,497,29807,2016-05-01,1160,0.0000,0.0000,,94618.8340,94940.00,10.5690,0.0000,0.0000,17787.0000,5,437.0000,4,3130.0000,5,19.0000,5,9050.00000,9064.00000,0.670000,47.000000,2005-11-02,1,1,"MAGNUM PRODUCING, LP",SUNOCO PTNRS. MKTG.&TERMINALS LP,214543,14.00,,MCCOY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,30.3509686,24,-95.0037290,,,P-330,"MAGNUM PRODUCING, LP","DONAHO, D",110952070,223.0000,21100.0000,2528.0000,0
42039308180000,"MAGNUM PRODUCING, LP","VIEMAN, L. D.",4,BRAZORIA (TX),9400,GAS,INACTIVE,V,10447.00000,1992-04-02,2003-03-01,2009-02-01,57,25462.0000,,,,,410.0000,0.0000,4244.0000,,,479.0000,0.0000,GULF COAST CENTRAL,2159.0000,360.0000,0.0000,,0.0000,2.0000,13.0000,12933.0000,0,,5543,2010-07-01,0,0.0000,0.0000,,,,,0.0000,0.0000,2100.0000,68,,,350.0000,68,2.0000,68,,,0.590000,,1983-09-14,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,214575,,,BLUE LAKE,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.2134307,82,-95.5031945,,,P-330,"MAGNUM PRODUCING, LP","MARSH, S",110952062,,5122.0000,0.0000,0
42409326660000,"MAGNUM PRODUCING, LP","NELSON, A.E.",8,SAN PATRICIO (TX),FRIO 7100,GAS,RECLASSIFIED TO ANOTHER TYPE OF ENTITY,V,7925.00000,2005-09-15,2005-09-01,2007-10-01,24,69598.0000,,1948.0000,,1,,109551.0000,13548.0000,,23,,516.0000,GULF COAST WEST,31579.0000,5779.0000,49707.0000,,3.0000,52.0000,295.0000,313032.0000,0,1702,48408,2008-10-01,76196,0.0000,0.0000,99480.00,91893.1300,35730.00,10.8820,10.1000,,11622.0000,10,880.0000,11,2817.0000,11,17.0000,11,6878.00000,7055.00000,0.600000,37.500000,2006-06-15,1,1,PRODUCERS GAS GATHERING JV,"FLINT HILLS RESOURCES, LP",213777,177.00,,"TRIPLE ""A""",TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.0028615,129,-97.4294794,,,P-330,"MAGNUM PRODUCING, LP","GARCIA, J",110416598,131.0000,12038.0000,18949.0000,0
42131387590000,"MAGNUM PRODUCING, LP",HOFFMAN 116,1,DUVAL (TX),WILCOX,GAS,INACTIVE,V,15300.00000,2004-12-13,2005-05-01,2018-08-01,72,1700478.0000,,454.0000,,,1581.0000,104750.0000,283867.0000,,,133170.0000,0.0000,GULF COAST WEST,618479.0000,103080.0000,47154.0000,,0.0000,653.0000,3918.0000,3918167.0000,70,,,2018-03-22,,3000.0000,6400.0000,,88690.2440,3745550.00,11.2750,0.0000,0.0000,133170.0000,1,176.0000,120,22195.0000,1,133.0000,1,13437.00000,13935.00000,0.690000,48.000000,2006-11-15,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,213792,498.00,,HOFFMAN,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,116,USA,,,27.7792773,1272,-98.5575971,,,P-330,"MAGNUM PRODUCING, LP",BS&F,110416559,410.0000,36363.0000,2801.0000,0
42297345780000,"MAGNUM PRODUCING, LP",PATTESON ESTATE,3,LIVE OAK (TX),,GAS,INACTIVE,V,11500.00000,2004-11-16,,,,,,,,,,,,EAGLE FORD DRY,,,,GULF COAST WEST,,,,EAGLEFORD,,,,,,,,2016-10-01,,0.0000,0.0000,,,,,,,,,,,,,,,7357.00000,10976.00000,,,2004-12-03,1,,,,213445,3619.00,,WILDCAT,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,265,USA,,,28.1468277,120,-98.1857099,,,P-330,"MAGNUM PRODUCING, LP",BS&F,110416454,,,,0
42047321690000,"MAGNUM PRODUCING, LP",MARTINEZ GAS UNIT,1,BROOKS (TX),FB E V-17,GAS,WORKED OVER TO ANOTHER ZONE,V,10500.00000,2005-03-27,,,,,,,,,,,,,,,,GULF COAST WEST,,,,,,,,,,,,2009-06-01,,0.0000,0.0000,,,,,,,,,,,,,,,9910.00000,9942.00000,0.680000,49.800000,2005-06-30,1,,,,212870,32.00,,RUCIAS N,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,26.8614651,481,-98.2706885,,,P-330,"MAGNUM PRODUCING, LP","SANCHEZ, G",109316123,,,,0
42131388100000,"MAGNUM PRODUCING, LP",MARCHBANKS-CADENA GAS UNIT #1,111,DUVAL (TX),4900,GAS,INACTIVE,V,6190.00000,2005-06-06,2005-07-01,2005-11-01,5,62838.0000,,366.0000,,,202.0000,0.0000,10839.0000,,102,3448.0000,,GULF COAST WEST,,,,,6.0000,136.0000,780.0000,816839.0000,0,,,,,,,127270.00,171688.5250,171690.00,5.8250,7.9000,0.0000,24182.0000,2,190.0000,2,4220.0000,2,25.0000,2,5000.00000,5003.00000,0.650000,68.500000,2005-07-06,1,1,"MAGNUM PRODUCING, LP","CALUMET SAN ANTONIO REFINING,LLC",212934,3.00,,ATLEE,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.5270701,657,-98.3862664,,,P-330,"MAGNUM PRODUCING, LP","GARCIA, HRS A",109301735,366.0000,62838.0000,0.0000,0
42131388020000,"MAGNUM PRODUCING, LP",HOFFMAN 116,2,DUVAL (TX),WILCOX,GAS,ACTIVE,D,16055.00000,2005-08-26,2005-08-01,2020-12-01,175,2226239.0000,92,74.0000,,,2882.0000,61697.0000,371114.0000,,,28216.0000,0.0000,GULF COAST WEST,524604.0000,87434.0000,12142.0000,,0.0000,480.0000,2880.0000,2879867.0000,154,,35072,2010-07-06,1870,808.0000,2205.0000,,,30084310.00,,0.0000,0.0000,117394.0000,4,15.0000,36,19566.0000,4,117.0000,4,13643.00000,14004.00000,0.620000,,2005-10-17,1,1,"MAGNUM PRODUCING, LP","PLAINS MARKETING, L.P.",212342,361.00,,HOFFMAN,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,116,USA,,,27.7786001,1272,-98.5540183,,,P-330,"MAGNUM PRODUCING, LP",BS&F,108932959,,31113.0000,1660.0000,0
42025327760000,MAGNUM PRODUCING & OPERATING COMPANY,ALGEA GAS UNIT,3,BEE (TX),SLICK FIRST,GAS,INACTIVE,V,10600.00000,2005-03-02,2005-04-01,2016-05-01,133,539647.0000,,8484.0000,,,32.0000,86356.0000,98425.0000,EAGLE FORD DRY,407,16686.0000,1788.0000,GULF COAST WEST,79772.0000,15083.0000,6136.0000,EAGLEFORD,12.0000,109.0000,582.0000,656355.0000,8,592,18915,2008-05-11,4589,150.0000,4300.0000,46850.00,27841.8600,63610.00,35.9170,21.3000,0.0000,18037.0000,2,407.0000,1,3391.0000,2,20.0000,2,9564.00000,9580.00000,0.700000,43.100000,2005-04-07,1,1,"MAGNUM PRODUCING, LP","GULFMARK ENERGY, INC.",212589,16.00,,"THEIS, SOUTH",TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.4459265,271,-97.8487742,,,P-330,MAGNUM ENGINEERING COMPANY,"PEREZ, E",108932877,215.0000,5986.0000,1453.0000,0
42015302480000,"MAGNUM PRODUCING, LP",HINTZ ESTATE -A-,2,AUSTIN (TX),,GAS,INACTIVE,V,3554.00000,1991-11-01,,,,,,,,,,,,,,,,GULF COAST CENTRAL,,,,EAGLEBINE,,,,,,,,2015-11-01,,0.0000,0.0000,,,,,,,,,,,,,,,1690.00000,1695.00000,,,1991-11-04,1,,,,211974,5.00,,WILDCAT,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,180,USA,,,29.7657697,364,-96.1936109,2,,P-330,"MAGNUM PRODUCING, LP",H&TC RR CO,108227743,,,,0
42131387930000,"MAGNUM PRODUCING, LP",MARCHBANKS-CADENA,,DUVAL (TX),TOP OF HIAWATHA,OIL,INACTIVE,V,6163.00000,2005-04-05,2005-05-01,2005-12-01,8,,,3873.0000,,350,,0.0000,3873.0000,,528,,2807.0000,GULF COAST WEST,0.0000,2807.0000,0.0000,,17.0000,17.0000,0.0000,99000.0000,0,,,2009-12-01,,,,0.00,,0.00,,,,,,716.0000,7,716.0000,7,4.0000,7,4936.00000,6129.00000,,41.600000,2005-05-06,1,1,"MAGNUM PRODUCING, LP","AGE REFINING, INC.",13313,1193.00,,ATLEE,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.5265850,657,-98.3909185,,,P-330,"MAGNUM PRODUCING, LP","GARCIA, HRS A",107965280,3873.0000,,0.0000,0
42131387840000,"MAGNUM PRODUCING, LP","PARR, HILDA",121T,DUVAL (TX),DELORES,GAS,WORKED OVER TO ANOTHER ZONE,V,7636.00000,2005-03-06,2005-06-01,2005-12-01,7,15986.0000,,712.0000,,,1251.0000,0.0000,3376.0000,,65,4320.0000,712.0000,GULF COAST WEST,14735.0000,3168.0000,0.0000,,6.0000,30.0000,144.0000,177871.0000,0,,,,,,,25150.00,22452.2470,22450.00,44.5390,39.8000,0.0000,4452.0000,2,223.0000,5,919.0000,2,6.0000,2,7232.00000,7254.00000,0.670000,54.200000,2005-05-27,1,1,"MAGNUM PRODUCING, LP","AGE REFINING, INC.",210838,22.00,,ORCONES,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,27.5045800,657,-98.3511929,,,P-330,"MAGNUM PRODUCING, LP","GARCIA, HRS A",107964658,712.0000,15986.0000,0.0000,0
42015302950000,"MAGNUM PRODUCING, LP",LIEBERMAN,1,AUSTIN (TX),WILCOX CONS.,GAS,INACTIVE,V,12905.00000,2004-12-01,2005-06-01,2020-06-01,164,476634.0000,58,259.0000,1,,217.0000,12197.0000,79698.0000,,5,7099.0000,7.0000,GULF COAST CENTRAL,61642.0000,10281.0000,851.0000,EAGLEBINE,0.0000,66.0000,399.0000,398774.0000,7,63,12064,2008-06-12,363,75.0000,2150.0000,12356000.00,87952.0960,1840290.00,11.3700,0.1000,0.0000,12356.0000,2,167.0000,180,2060.0000,2,12.0000,2,10756.00000,10786.00000,0.670000,,2005-06-03,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,210199,30.00,,SEALY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,29.7605939,5,-96.1892631,,,P-330,"MAGNUM PRODUCING, LP",SAN FELIPE DE AUSTIN,107623337,167.0000,14688.0000,441.0000,0
42015308890000,"MAGNUM PRODUCING, LP",HILLBOLDT,6,AUSTIN (TX),WILCOX CONS.,GAS,ACTIVE,D,10900.00000,2005-02-07,2005-05-01,2020-12-01,180,723556.0000,6,4278.0000,,,172.0000,12244.0000,124871.0000,,163,24290.0000,1204.0000,GULF COAST CENTRAL,218884.0000,37685.0000,3181.0000,EAGLEBINE,9.0000,269.0000,1559.0000,1611600.0000,4,,2962,2007-12-21,65,45.0000,2800.0000,176450.00,,169130.00,,5.7000,0.0000,46758.0000,2,288.0000,3,8058.0000,2,48.0000,2,10306.00000,10326.00000,0.670000,49.400000,2005-05-11,1,1,"MAGNUM PRODUCING, LP",SHELL TRADING (US) COMPANY,210200,20.00,,SEALY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,179,USA,,,29.7578269,214,-96.1992722,2,,P-330,"MAGNUM PRODUCING, LP",H&TC RR CO,107623336,,2547.0000,56.0000,0
42015308890000,"MAGNUM PRODUCING, LP",HILLBOLDT,6,AUSTIN (TX),"WILCOX 10700, SOUTH",GAS,WORKED OVER TO ANOTHER ZONE,D,10900.00000,2005-02-07,2005-04-01,2005-04-01,1,10023.0000,,86.0000,,86,10023.0000,0.0000,1757.0000,,86,10023.0000,,GULF COAST CENTRAL,,,,EAGLEBINE,0.0000,0.0000,0.0000,,0,,,2007-05-01,,0.0000,0.0000,,116546.5120,116550.00,8.5800,0.0000,8.6000,10023.0000,1,86.0000,1,1757.0000,1,11.0000,1,10593.00000,10644.00000,0.670000,42.700000,2005-04-05,1,1,"MAGNUM PRODUCING, LP","PLAINS MARKETING, L.P.",208771,51.00,,SEALY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,179,USA,,,29.7578269,214,-96.1992722,2,,P-330,"MAGNUM PRODUCING, LP",H&TC RR CO,105694208,86.0000,10023.0000,0.0000,0
42245323580000,"MAGNUM PRODUCING, LP",FRIENDSHIP,2,JEFFERSON (TX),"FRIO 10,400",GAS,WORKED OVER TO ANOTHER ZONE,V,10300.00000,2004-08-05,2004-10-01,2007-10-01,37,691670.0000,,655.0000,,,89.0000,34360.0000,115933.0000,,19,19722.0000,273.0000,GULF COAST CENTRAL,200339.0000,33663.0000,9247.0000,,2.0000,192.0000,1145.0000,1154200.0000,6,117,214629,2007-12-25,10902,610.0000,850.0000,746740.00,1060452.0550,1055980.00,0.9430,1.3000,0.0000,39298.0000,6,57.0000,4,6605.0000,6,40.0000,6,10166.00000,10181.00000,0.600000,,2004-09-14,1,1,"DCP MIDSTREAM, LP","PLAINS MARKETING, L.P.",207918,15.00,,BIG HILL,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,175,USA,,,29.7710740,342,-94.2840194,,,P-330,"MAGNUM PRODUCING, LP",T&NO RR CO,105580239,73.0000,77413.0000,5013.0000,0
42123309920000,"MAGNUM PRODUCING, LP","ANGERSTEIN, H O",1,DEWITT (TX),FRIO 2300,GAS,ACTIVE,V,5500.00000,2004-09-27,2004-10-01,2020-10-01,187,22328.0000,0,,,,15.0000,1092.0000,3721.0000,EAGLE FORD DRY,,818.0000,0.0000,GULF COAST WEST,2047.0000,341.0000,101.0000,EAGLEFORD,0.0000,3.0000,19.0000,18833.0000,1,,528,2004-10-20,27,515.0000,915.0000,,,,,0.0000,0.0000,818.0000,1,,,136.0000,1,1.0000,1,2276.00000,2280.00000,0.560000,,2004-10-12,1,1,"MAGNUM PRODUCING, LP",SUNOCO PTNRS. MKTG.&TERMINALS LP,207897,4.00,,COTTONWOOD CREEK S.,TX,02,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,28.9537122,335,-97.3217574,,,P-330,"MAGNUM PRODUCING, LP","MASON, L M",105580124,,101.0000,3.0000,0
42291323450000,"MAGNUM PRODUCING, LP",GROGAN MINERALS UNIT,1,LIBERTY (TX),WILCOX 9120-QUINN SD.,OIL,INACTIVE,D,18480.00000,2004-03-23,,,,,,,,,,,,,,,,GULF COAST CENTRAL,,,,,,,,,,,,2009-07-01,,,,,,,,,,,,,,,,,,9154.00000,9160.00000,,33.800000,2001-01-01,1,,,,24669,6.00,,MCCOY,TX,03,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,30.3485485,24,-95.0255687,,,P-330,"MAGNUM PRODUCING, LP","DONAHO, D",105561977,,,,0
42215323090000,"MAGNUM PRODUCING, LP",PAINTERS GAS UNIT,14,HIDALGO (TX),3-G-1,GAS,P & A,V,8300.00000,2005-01-27,2005-02-01,2008-09-01,44,72840.0000,,866.0000,,25,142.0000,1784.0000,13006.0000,,38,13507.0000,237.0000,GULF COAST WEST,32494.0000,5653.0000,601.0000,,5.0000,74.0000,415.0000,446097.0000,33,301,12048,2016-06-01,332,0.0000,0.0000,78840.00,30915.4930,84110.00,32.3460,12.7000,176.1000,13507.0000,1,163.0000,2,2305.0000,2,14.0000,2,7400.00000,7410.00000,0.600000,48.400000,2005-01-31,1,1,"DCP OPERATING COMPANY, LP","FLINT HILLS RESOURCES, LP",207597,10.00,,MERCEDES,TX,04,TEXAS & LOUISIANA GULF COAST BASIN,,USA,,,26.2623957,54,-97.9103054,,,P-330,"MAGNUM PRODUCING, LP","YNOJOSA DE BALLI, J J",105561338,284.0000,8780.0000,241.0000,0
0,"MAGNUM PRODUCING, LP",PAINTERS GAS UNIT,,UNKNOWN (TX),3-G-1,GAS,INACTIVE,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,207020,,0.00000,MERCEDES,TX,04,,,USA,,,,,,,,,"MAGNUM PRODUCING, LP",,105561337,,,,0
03027114580000,"MAGNUM PRODUCING, LP","WHITEHEAD ""B""",3,COLUMBIA (AR),COTTON VALLEY,OIL,ACTIVE,U,8700.00000,,1991-03-01,2020-09-01,354,224632.0000,0,165478.0000,5,137,0.0000,204626.0000,202917.0000,,353,0.0000,5046.0000,ARKLA,4503.0000,5797.0000,0.0000,,14.0000,15.0000,3.0000,88933.0000,1219,1791,,,15057,,,220.00,66.0550,1360.00,15138.8890,4563.8000,,7325.0000,8,3615.0000,7,4541.0000,7,27.0000,7,,,,,2007-08-02,1,1,,,34287,,,DORCHEAT MACEDONIA,AR,,ARKLA BASIN,19,USA,18S,21W,33.1675615,,-93.3203095,,,P-300,"MAGNUM PRODUCING, LP",,105481855,1635.0000,108.0000,13626.0000,105487961
03027114400000,"MAGNUM PRODUCING, LP","WHITEHEAD ""B""",2,COLUMBIA (AR),COTTON VALLEY,OIL,INACTIVE,V,8660.00000,,1990-10-01,2020-04-01,329,436340.0000,88,106942.0000,0,1,13200.0000,122369.0000,179665.0000,,1471,,9999.0000,ARKLA,15456.0000,12575.0000,0.0000,,57.0000,57.0000,0.0000,342400.0000,1,550,994,,990,,,0.00,52418.2510,4080.00,19.0770,,0.1000,13200.0000,353,2051.0000,15,3118.0000,15,19.0000,15,7862.00000,7879.00000,,,,1,1,,,34286,17.00,,DORCHEAT MACEDONIA,AR,,ARKLA BASIN,19,USA,18S,21W,33.1674815,,-93.3149294,,,P-300,"MAGNUM PRODUCING, LP",,105481852,263.0000,13786.0000,692.0000,105487946
